id,liker_id,likee_id,status,created_at,updated_at
1,1,53,pending,2025-08-06 09:40:02,2025-08-06 09:40:02
2,1,58,pending,2025-07-19 07:44:02,2025-07-19 07:44:02
3,1,217,pending,2025-08-22 22:20:02,2025-08-22 22:20:02
4,1,247,pending,2025-08-29 00:18:02,2025-08-29 00:18:02
5,1,380,pending,2025-06-27 04:56:02,2025-06-27 04:56:02
6,1,650,pending,2025-08-14 18:38:02,2025-08-14 18:38:02
7,1,742,pending,2025-08-06 19:54:02,2025-08-06 19:54:02
8,1,991,pending,2025-08-18 13:56:02,2025-08-18 13:56:02
9,1,1291,pending,2025-07-12 13:59:02,2025-07-12 13:59:02
10,1,1472,pending,2025-06-16 15:07:02,2025-06-16 15:07:02
11,1,1583,pending,2025-08-23 12:14:02,2025-08-23 12:14:02
12,1,1756,pending,2025-07-06 15:07:02,2025-07-06 15:07:02
13,2,83,pending,2025-08-29 17:40:02,2025-08-29 17:40:02
14,2,140,pending,2025-07-27 17:22:02,2025-07-27 17:22:02
15,2,742,pending,2025-07-27 18:32:02,2025-07-27 18:32:02
16,2,806,pending,2025-06-28 21:50:02,2025-06-28 21:50:02
17,2,847,pending,2025-08-26 11:11:02,2025-08-26 11:11:02
18,2,1305,pending,2025-08-04 13:55:02,2025-08-04 13:55:02
19,2,1569,pending,2025-08-16 00:15:02,2025-08-16 00:15:02
20,2,1596,pending,2025-07-11 08:24:02,2025-07-11 08:24:02
21,2,1639,pending,2025-07-28 21:56:02,2025-07-28 21:56:02
22,2,1874,pending,2025-08-06 09:18:02,2025-08-06 09:18:02
23,2,1951,pending,2025-09-09 19:32:02,2025-09-09 19:32:02
24,2,1955,pending,2025-06-30 13:32:02,2025-06-30 13:32:02
25,3,172,pending,2025-07-18 13:32:02,2025-07-18 13:32:02
26,3,176,pending,2025-07-17 15:04:02,2025-07-17 15:04:02
27,3,421,pending,2025-07-01 09:23:02,2025-07-01 09:23:02
28,3,468,pending,2025-08-09 06:29:02,2025-08-09 06:29:02
29,3,529,pending,2025-06-30 11:15:02,2025-06-30 11:15:02
30,3,854,pending,2025-07-27 06:48:02,2025-07-27 06:48:02
31,3,944,pending,2025-07-19 16:54:02,2025-07-19 16:54:02
32,3,1230,pending,2025-07-29 11:27:02,2025-07-29 11:27:02
33,3,1619,accepted,2025-06-16 10:30:02,2025-06-16 10:30:02
34,3,1840,pending,2025-08-20 21:11:02,2025-08-20 21:11:02
35,3,1919,pending,2025-08-22 00:46:02,2025-08-22 00:46:02
36,3,1962,pending,2025-08-28 23:28:02,2025-08-28 23:28:02
37,4,133,pending,2025-07-17 05:22:02,2025-07-17 05:22:02
38,4,233,pending,2025-07-24 23:14:02,2025-07-24 23:14:02
39,4,588,pending,2025-07-31 06:18:02,2025-07-31 06:18:02
40,4,665,pending,2025-09-04 18:42:02,2025-09-04 18:42:02
41,4,666,pending,2025-08-16 22:44:02,2025-08-16 22:44:02
42,4,814,pending,2025-08-15 22:07:02,2025-08-15 22:07:02
43,4,1004,pending,2025-08-17 01:37:02,2025-08-17 01:37:02
44,4,1071,pending,2025-06-20 17:46:02,2025-06-20 17:46:02
45,4,1298,pending,2025-08-28 17:04:02,2025-08-28 17:04:02
46,4,1373,pending,2025-07-11 12:12:02,2025-07-11 12:12:02
47,4,1646,pending,2025-06-30 07:46:02,2025-06-30 07:46:02
48,4,1879,pending,2025-06-12 20:28:02,2025-06-12 20:28:02
49,5,121,pending,2025-09-01 08:15:02,2025-09-01 08:15:02
50,5,342,pending,2025-06-24 09:10:02,2025-06-24 09:10:02
51,5,401,pending,2025-07-12 11:54:02,2025-07-12 11:54:02
52,5,734,pending,2025-06-15 12:18:02,2025-06-15 12:18:02
53,5,832,pending,2025-06-25 03:07:02,2025-06-25 03:07:02
54,5,984,pending,2025-06-13 01:49:02,2025-06-13 01:49:02
55,5,1136,pending,2025-08-29 22:26:02,2025-08-29 22:26:02
56,5,1256,pending,2025-08-04 22:49:02,2025-08-04 22:49:02
