id,user_id,media_type,url,thumb_url,audit_status,sort_order,created_at
1,1,photo,https://img.example.com/avatars/1/1.jpg,https://img.example.com/avatars/1/1_thumb.jpg,approved,0,2025-06-18 11:04:02
2,1,photo,https://img.example.com/avatars/1/2.jpg,https://img.example.com/avatars/1/2_thumb.jpg,approved,1,2025-07-17 11:04:02
3,1,photo,https://img.example.com/avatars/1/3.jpg,https://img.example.com/avatars/1/3_thumb.jpg,approved,2,2025-07-18 11:04:02
4,1,photo,https://img.example.com/avatars/1/4.jpg,https://img.example.com/avatars/1/4_thumb.jpg,approved,3,2025-07-08 11:04:02
5,2,photo,https://img.example.com/avatars/2/1.jpg,https://img.example.com/avatars/2/1_thumb.jpg,approved,0,2025-08-04 11:04:02
6,2,photo,https://img.example.com/avatars/2/2.jpg,https://img.example.com/avatars/2/2_thumb.jpg,approved,1,2025-06-19 11:04:02
7,3,photo,https://img.example.com/avatars/3/1.jpg,https://img.example.com/avatars/3/1_thumb.jpg,approved,0,2025-09-03 11:04:02
8,4,photo,https://img.example.com/avatars/4/1.jpg,https://img.example.com/avatars/4/1_thumb.jpg,approved,0,2025-08-13 11:04:02
9,4,photo,https://img.example.com/avatars/4/2.jpg,https://img.example.com/avatars/4/2_thumb.jpg,pending,1,2025-08-29 11:04:02
10,4,photo,https://img.example.com/avatars/4/3.jpg,https://img.example.com/avatars/4/3_thumb.jpg,approved,2,2025-08-08 11:04:02
11,4,photo,https://img.example.com/avatars/4/4.jpg,https://img.example.com/avatars/4/4_thumb.jpg,approved,3,2025-08-11 11:04:02
12,5,photo,https://img.example.com/avatars/5/1.jpg,https://img.example.com/avatars/5/1_thumb.jpg,approved,0,2025-06-11 11:04:02
13,5,photo,https://img.example.com/avatars/5/2.jpg,https://img.example.com/avatars/5/2_thumb.jpg,approved,1,2025-06-24 11:04:02
14,5,photo,https://img.example.com/avatars/5/3.jpg,https://img.example.com/avatars/5/3_thumb.jpg,approved,2,2025-09-05 11:04:02
15,6,photo,https://img.example.com/avatars/6/1.jpg,https://img.example.com/avatars/6/1_thumb.jpg,pending,0,2025-07-28 11:04:02
16,7,photo,https://img.example.com/avatars/7/1.jpg,https://img.example.com/avatars/7/1_thumb.jpg,approved,0,2025-08-19 11:04:02
17,7,photo,https://img.example.com/avatars/7/2.jpg,https://img.example.com/avatars/7/2_thumb.jpg,approved,1,2025-07-10 11:04:02
18,7,photo,https://img.example.com/avatars/7/3.jpg,https://img.example.com/avatars/7/3_thumb.jpg,pending,2,2025-07-06 11:04:02
19,8,photo,https://img.example.com/avatars/8/1.jpg,https://img.example.com/avatars/8/1_thumb.jpg,approved,0,2025-08-24 11:04:02
20,8,photo,https://img.example.com/avatars/8/2.jpg,https://img.example.com/avatars/8/2_thumb.jpg,approved,1,2025-07-01 11:04:02
21,8,photo,https://img.example.com/avatars/8/3.jpg,https://img.example.com/avatars/8/3_thumb.jpg,approved,2,2025-07-25 11:04:02
22,9,photo,https://img.example.com/avatars/9/1.jpg,https://img.example.com/avatars/9/1_thumb.jpg,approved,0,2025-08-05 11:04:02
23,9,photo,https://img.example.com/avatars/9/2.jpg,https://img.example.com/avatars/9/2_thumb.jpg,approved,1,2025-09-05 11:04:02
24,9,photo,https://img.example.com/avatars/9/3.jpg,https://img.example.com/avatars/9/3_thumb.jpg,approved,2,2025-08-11 11:04:02
25,10,photo,https://img.example.com/avatars/10/1.jpg,https://img.example.com/avatars/10/1_thumb.jpg,approved,0,2025-09-01 11:04:02
26,11,photo,https://img.example.com/avatars/11/1.jpg,https://img.example.com/avatars/11/1_thumb.jpg,approved,0,2025-08-11 11:04:02
27,11,photo,https://img.example.com/avatars/11/2.jpg,https://img.example.com/avatars/11/2_thumb.jpg,approved,1,2025-08-18 11:04:02
28,11,photo,https://img.example.com/avatars/11/3.jpg,https://img.example.com/avatars/11/3_thumb.jpg,approved,2,2025-08-05 11:04:02
29,11,photo,https://img.example.com/avatars/11/4.jpg,https://img.example.com/avatars/11/4_thumb.jpg,approved,3,2025-08-27 11:04:02
30,12,photo,https://img.example.com/avatars/12/1.jpg,https://img.example.com/avatars/12/1_thumb.jpg,approved,0,2025-07-31 11:04:02
31,12,photo,https://img.example.com/avatars/12/2.jpg,https://img.example.com/avatars/12/2_thumb.jpg,approved,1,2025-07-27 11:04:02
32,12,photo,https://img.example.com/avatars/12/3.jpg,https://img.example.com/avatars/12/3_thumb.jpg,approved,2,2025-09-01 11:04:02
33,13,photo,https://img.example.com/avatars/13/1.jpg,https://img.example.com/avatars/13/1_thumb.jpg,pending,0,2025-09-06 11:04:02
34,13,photo,https://img.example.com/avatars/13/2.jpg,https://img.example.com/avatars/13/2_thumb.jpg,approved,1,2025-06-19 11:04:02
35,13,photo,https://img.example.com/avatars/13/3.jpg,https://img.example.com/avatars/13/3_thumb.jpg,pending,2,2025-07-06 11:04:02
36,14,photo,https://img.example.com/avatars/14/1.jpg,https://img.example.com/avatars/14/1_thumb.jpg,approved,0,2025-08-09 11:04:02
37,14,photo,https://img.example.com/avatars/14/2.jpg,https://img.example.com/avatars/14/2_thumb.jpg,approved,1,2025-07-18 11:04:02
38,14,photo,https://img.example.com/avatars/14/3.jpg,https://img.example.com/avatars/14/3_thumb.jpg,approved,2,2025-06-20 11:04:02
39,15,photo,https://img.example.com/avatars/15/1.jpg,https://img.example.com/avatars/15/1_thumb.jpg,pending,0,2025-07-17 11:04:02
40,15,photo,https://img.example.com/avatars/15/2.jpg,https://img.example.com/avatars/15/2_thumb.jpg,approved,1,2025-06-13 11:04:02
41,16,photo,https://img.example.com/avatars/16/1.jpg,https://img.example.com/avatars/16/1_thumb.jpg,approved,0,2025-08-04 11:04:02
42,16,photo,https://img.example.com/avatars/16/2.jpg,https://img.example.com/avatars/16/2_thumb.jpg,approved,1,2025-06-12 11:04:02
43,17,photo,https://img.example.com/avatars/17/1.jpg,https://img.example.com/avatars/17/1_thumb.jpg,pending,0,2025-07-18 11:04:02
44,17,photo,https://img.example.com/avatars/17/2.jpg,https://img.example.com/avatars/17/2_thumb.jpg,approved,1,2025-09-02 11:04:02
45,17,photo,https://img.example.com/avatars/17/3.jpg,https://img.example.com/avatars/17/3_thumb.jpg,approved,2,2025-06-19 11:04:02
46,17,photo,https://img.example.com/avatars/17/4.jpg,https://img.example.com/avatars/17/4_thumb.jpg,approved,3,2025-06-28 11:04:02
47,18,photo,https://img.example.com/avatars/18/1.jpg,https://img.example.com/avatars/18/1_thumb.jpg,approved,0,2025-06-23 11:04:02
48,18,photo,https://img.example.com/avatars/18/2.jpg,https://img.example.com/avatars/18/2_thumb.jpg,approved,1,2025-06-29 11:04:02
49,18,photo,https://img.example.com/avatars/18/3.jpg,https://img.example.com/avatars/18/3_thumb.jpg,approved,2,2025-07-16 11:04:02
50,19,photo,https://img.example.com/avatars/19/1.jpg,https://img.example.com/avatars/19/1_thumb.jpg,pending,0,2025-07-31 11:04:02
51,20,photo,https://img.example.com/avatars/20/1.jpg,https://img.example.com/avatars/20/1_thumb.jpg,approved,0,2025-08-09 11:04:02
52,21,photo,https://img.example.com/avatars/21/1.jpg,https://img.example.com/avatars/21/1_thumb.jpg,approved,0,2025-08-17 11:04:02
53,21,photo,https://img.example.com/avatars/21/2.jpg,https://img.example.com/avatars/21/2_thumb.jpg,approved,1,2025-08-10 11:04:02
54,22,photo,https://img.example.com/avatars/22/1.jpg,https://img.example.com/avatars/22/1_thumb.jpg,approved,0,2025-09-03 11:04:02
55,22,photo,https://img.example.com/avatars/22/2.jpg,https://img.example.com/avatars/22/2_thumb.jpg,approved,1,2025-08-21 11:04:02
56,23,photo,https://img.example.com/avatars/23/1.jpg,https://img.example.com/avatars/23/1_thumb.jpg,pending,0,2025-07-18 11:04:02
57,23,photo,https://img.example.com/avatars/23/2.jpg,https://img.example.com/avatars/23/2_thumb.jpg,pending,1,2025-07-26 11:04:02
58,24,photo,https://img.example.com/avatars/24/1.jpg,https://img.example.com/avatars/24/1_thumb.jpg,approved,0,2025-06-23 11:04:02
