id,user_id,question,answer,visible,created_at
1,1,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-27 11:18:51
2,1,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-08 11:18:51
3,2,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-02 11:18:51
4,3,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-18 11:18:51
5,3,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-06-27 11:18:51
6,4,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-08-17 11:18:51
7,5,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-23 11:18:51
8,5,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-08-15 11:18:51
9,6,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-07-21 11:18:51
10,6,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-08-25 11:18:51
11,6,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-07-30 11:18:51
12,7,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-08-05 11:18:51
13,7,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-09-03 11:18:51
14,7,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-08-14 11:18:51
15,8,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-08-14 11:18:51
16,8,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-01 11:18:51
17,9,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-08-12 11:18:51
18,10,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-09-10 11:18:51
19,11,三年内的计划？,稳定发展/学习提升/结婚组建家庭,1,2025-07-15 11:18:51
20,11,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-07-15 11:18:51
21,12,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-08-13 11:18:51
22,12,你最拿手的菜？,番茄牛腩/咖喱鸡/意大利面,1,2025-08-18 11:18:51
23,12,你理想的旅行？,海岛躺平/徒步登山/城市漫游,1,2025-06-17 11:18:51
24,13,最喜欢的周末安排？,和朋友聚会/运动/看电影,1,2025-07-27 11:18:51
