id,user_id,media_type,url,thumb_url,audit_status,sort_order,created_at
1,1,photo,https://img.example.com/avatars/1/1.jpg,https://img.example.com/avatars/1/1_thumb.jpg,approved,0,2025-06-19 11:18:51
2,1,photo,https://img.example.com/avatars/1/2.jpg,https://img.example.com/avatars/1/2_thumb.jpg,approved,1,2025-07-18 11:18:51
3,1,photo,https://img.example.com/avatars/1/3.jpg,https://img.example.com/avatars/1/3_thumb.jpg,approved,2,2025-07-19 11:18:51
4,1,photo,https://img.example.com/avatars/1/4.jpg,https://img.example.com/avatars/1/4_thumb.jpg,approved,3,2025-07-09 11:18:51
5,2,photo,https://img.example.com/avatars/2/1.jpg,https://img.example.com/avatars/2/1_thumb.jpg,approved,0,2025-08-05 11:18:51
6,2,photo,https://img.example.com/avatars/2/2.jpg,https://img.example.com/avatars/2/2_thumb.jpg,approved,1,2025-06-20 11:18:51
7,3,photo,https://img.example.com/avatars/3/1.jpg,https://img.example.com/avatars/3/1_thumb.jpg,approved,0,2025-09-04 11:18:51
8,4,photo,https://img.example.com/avatars/4/1.jpg,https://img.example.com/avatars/4/1_thumb.jpg,approved,0,2025-08-14 11:18:51
9,4,photo,https://img.example.com/avatars/4/2.jpg,https://img.example.com/avatars/4/2_thumb.jpg,pending,1,2025-08-30 11:18:51
10,4,photo,https://img.example.com/avatars/4/3.jpg,https://img.example.com/avatars/4/3_thumb.jpg,approved,2,2025-08-09 11:18:51
11,4,photo,https://img.example.com/avatars/4/4.jpg,https://img.example.com/avatars/4/4_thumb.jpg,approved,3,2025-08-12 11:18:51
12,5,photo,https://img.example.com/avatars/5/1.jpg,https://img.example.com/avatars/5/1_thumb.jpg,approved,0,2025-06-12 11:18:51
13,5,photo,https://img.example.com/avatars/5/2.jpg,https://img.example.com/avatars/5/2_thumb.jpg,approved,1,2025-06-25 11:18:51
14,5,photo,https://img.example.com/avatars/5/3.jpg,https://img.example.com/avatars/5/3_thumb.jpg,approved,2,2025-09-06 11:18:51
15,6,photo,https://img.example.com/avatars/6/1.jpg,https://img.example.com/avatars/6/1_thumb.jpg,pending,0,2025-07-29 11:18:51
16,7,photo,https://img.example.com/avatars/7/1.jpg,https://img.example.com/avatars/7/1_thumb.jpg,approved,0,2025-08-20 11:18:51
17,7,photo,https://img.example.com/avatars/7/2.jpg,https://img.example.com/avatars/7/2_thumb.jpg,approved,1,2025-07-11 11:18:51
18,7,photo,https://img.example.com/avatars/7/3.jpg,https://img.example.com/avatars/7/3_thumb.jpg,pending,2,2025-07-07 11:18:51
19,8,photo,https://img.example.com/avatars/8/1.jpg,https://img.example.com/avatars/8/1_thumb.jpg,approved,0,2025-08-25 11:18:51
20,8,photo,https://img.example.com/avatars/8/2.jpg,https://img.example.com/avatars/8/2_thumb.jpg,approved,1,2025-07-02 11:18:51
21,8,photo,https://img.example.com/avatars/8/3.jpg,https://img.example.com/avatars/8/3_thumb.jpg,approved,2,2025-07-26 11:18:51
22,9,photo,https://img.example.com/avatars/9/1.jpg,https://img.example.com/avatars/9/1_thumb.jpg,approved,0,2025-08-06 11:18:51
23,9,photo,https://img.example.com/avatars/9/2.jpg,https://img.example.com/avatars/9/2_thumb.jpg,approved,1,2025-09-06 11:18:51
24,9,photo,https://img.example.com/avatars/9/3.jpg,https://img.example.com/avatars/9/3_thumb.jpg,approved,2,2025-08-12 11:18:51
